labour_market_exprep_id,census_year,geography_id,geography_name,projection_start_year,projection_end_year,occupation_code,occupation_description,occupation_characteristic,expansion_or_replacement_value
,2011,5940,Kootenay,2010,2020,NOC841,Mine service workers and operators in oil and gas drilling,Total,40
,2011,5940,Kootenay,2010,2020,NOC842,Logging and forestry workers,Expansion,50
,2011,5940,Kootenay,2010,2020,NOC842,Logging and forestry workers,Replacement,80
,2011,5940,Kootenay,2010,2020,NOC842,Logging and forestry workers,Total,130
,2011,5940,Kootenay,2010,2020,NOC843,Agriculture and horticulture workers,Expansion,100
,2011,5940,Kootenay,2010,2020,NOC843,Agriculture and horticulture workers,Replacement,200
,2011,5940,Kootenay,2010,2020,NOC843,Agriculture and horticulture workers,Total,300
,2011,5940,Kootenay,2010,2020,NOC844,Other fishing and trapping occupations,Expansion,0
,2011,5940,Kootenay,2010,2020,NOC844,Other fishing and trapping occupations,Replacement,0
,2011,5940,Kootenay,2010,2020,NOC844,Other fishing and trapping occupations,Total,0
,2011,5940,Kootenay,2010,2020,NOC861,Primary production labourers,Expansion,150
,2011,5940,Kootenay,2010,2020,NOC861,Primary production labourers,Replacement,320
,2011,5940,Kootenay,2010,2020,NOC861,Primary production labourers,Total,470
,2011,5940,Kootenay,2010,2020,NOC921,"Supervisors, processing occupations",Expansion,-10
,2011,5940,Kootenay,2010,2020,NOC921,"Supervisors, processing occupations",Replacement,150
,2011,5940,Kootenay,2010,2020,NOC921,"Supervisors, processing occupations",Total,140
,2011,5940,Kootenay,2010,2020,NOC922,"Supervisors, assembly and fabrication",Expansion,0
,2011,5940,Kootenay,2010,2020,NOC922,"Supervisors, assembly and fabrication",Replacement,20
,2011,5940,Kootenay,2010,2020,NOC922,"Supervisors, assembly and fabrication",Total,20
,2011,5940,Kootenay,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Expansion,0
,2011,5940,Kootenay,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Replacement,110
