census_year,noc_2011_code,noc_2011_description,b.c._median,b.c._low_10thpctl,b.c._high_90thpctl,b.c._source,vancouver_island_coast_median,vic_low_10thpctl,vic_high_90thpctl,vic_year,vic_source,northeast_median,ne_low_10thpctl,ne_high_90thpctl,ne_year,ne_source,north_coast_nechako_median,ncn_low_10thpctl,ncn_high_90thpctl,ncn_year,ncn_source,thompson-okanagan_median,tok_low_10thpctl,tok_high_90thpctl,tok_year,tok_source,cariboo_median,car_low_10thpctl,car_high_90thpctl,car_year,car_source,mainland_southwest_median,msw_low_10thpctl,msw_high_90thpctl,msw_year,msw_source,kootenays_median,kot_low_10thpctl,kot_high_90thpctl,kot_year,kot_source
2011,7316,Machine fitters,29.22,13.32,35.83,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,29.22,13.32,35.83,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,7318,Elevator constructors and mechanics,38.78,25.28,48.48,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,37.18,25,47,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",26,13.94,35,LFS 2011-12 PR NOC4,27,16,33.65,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,25,15,36,Reference Period:л_2011-2012,Source: Employment Insurance Data,26,13.94,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26,13.94,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26,13.94,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,25,12,35.43,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26,13.94,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,7322,Motor vehicle body repairers,25,17,34.1,LFS 2011-12 PR NOC4,25,17,34.1,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,20,14,26,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,25,17,34.1,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,7331,Oil and solid fuel heating mechanics,23,14,31.03,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,7332,Appliance servicers and repairers,23.69,13,33.7,LFS 2011-12 PR NOC3,18.45,13.86,30,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18.45,13.86,30,Reference Period:л_2011-2012,Source: Employment Insurance Data,20.62,10.25,27.13,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,7333,Electrical mechanics,25.04,10.25,42.96,Census 2006 PR NOC4,17.62,10.25,38.35,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,7334,"Motorcycle, all-terrain vehicle and other related mechanics",22,15,33,EI 2011-12 PR NOC4,17.78,10.68,21.5,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,7335,Other small engine and small equipment repairers,23.69,13,33.7,LFS 2011-12 PR NOC3,23.69,13,33.7,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18.5,13,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,18.25,13,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,19.88,10.25,28.95,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,23.69,13,33.7,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,6345,Upholsterers,20,14,29.34,EI 2011-12 PR NOC4,10.25,10.25,16.85,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,20,14,29.34,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,22,15,29.34,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,6342,"Tailors, dressmakers, furriers and milliners",13,10.25,19.23,EI 2011-12 PR NOC4,13,10.25,19.23,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,14.4,12,20,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,13,10.25,19,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,6343,Shoe repairers and shoemakers,11.34,10.25,15.19,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,11.3,10.25,14.31,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6344,"Jewellers, jewellery and watch repairers and related occupations",,,,NA,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,9241,Power engineers and power systems operators,26.77,20,37,LFS 2011-12 PR NOC4,26.77,20,37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,26.77,20,37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26.77,20,37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26.2,19,32.47,Reference Period:л_2011-2012,Source: Employment Insurance Data,26.77,20,37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,7361,Railway and yard locomotive engineers,32.05,15.45,41.29,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,32.26,22.46,39.83,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,29.52,16.75,41.62,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,7362,Railway conductors and brakemen/women,27,18.36,35.24,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,27.55,26.26,39.91,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,28.3,17.66,38.27,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,27,18.36,35.24,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,27,18.36,35.24,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,7371,Crane operators,28,17.72,38,LFS 2011-12 PR NOC4,28,17.72,38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,30,22,40.51,Reference Period:л_2011-2012,Source: Employment Insurance Data,27.93,19.11,31.97,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,28,17.72,38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,17.72,38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,7372,"Drillers and blasters - surface mining, quarrying and construction",28.5,20.5,33,EI 2011-12 PR NOC4,29.1,25,33,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,28,22,35,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,29.09,22,33,Reference Period:л_2011-2012,Source: Employment Insurance Data,29,20,32.7,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,7373,Water well drillers,24.15,19,30,EI 2011-12 PR NOC4,24.15,19,30,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,7381,Printing press operators,28.85,15,34,LFS 2011-12 PR NOC3,28.85,15,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,28.85,15,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,29,15,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,7384,"Other trades and related occupations, n.e.c.",22,15,33.47,EI 2011-12 PR NOC4,22,15.5,33.72,Reference Period:л_2011-2012,Source: Employment Insurance Data,22,15,33.47,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,22,16,29,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,21.75,14,33.47,Reference Period:л_2011-2012,Source: Employment Insurance Data,22,15,33.47,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,7511,Transport truck drivers,23,13,32,LFS 2011-12 PR NOC4,22.75,13.5,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,29,18,36.92,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23,13,32,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22.5,12.34,32,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.85,15,32.7,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22.6,12.5,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22.5,16.67,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,7512,"Bus drivers, subway operators and other transit operators",23.35,14,29.28,LFS 2011-12 PR NOC4,23.35,14,29.28,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21.64,19,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,21.09,14,25.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,23.35,14,29.28,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,25,14,29.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22,15,27.34,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,7513,Taxi and limousine drivers and chauffeurs,16.1,10.25,30,LFS 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,16.1,10.25,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,16.1,10.25,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,16.1,10.25,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,7514,Delivery and courier service drivers,18,10.4,27.36,LFS 2011-12 PR NOC4,18,10.4,27.36,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18,10.4,27.36,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,18,10.4,27.36,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,18,11,29,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,15.35,10.25,21.13,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,7521,Heavy equipment operators (except crane),27,18,32.83,LFS 2011-12 PR NOC4,23,15,32.05,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,23,32,Reference Period:л_2011-2012,Source: Employment Insurance Data,28,22,32.29,Reference Period:л_2011-2012,Source: Employment Insurance Data,25.27,20,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26,22,31.34,Reference Period:л_2011-2012,Source: Employment Insurance Data,29,20,33.48,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,27,20,33.48,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,7522,Public works maintenance equipment operators and related workers,22.4,14.8,32.05,LFS 2011-12 PR NOC4,22.4,14.8,32.05,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22.4,14.8,32.05,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22.4,14.8,32.05,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22.4,14.8,32.05,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22.4,14.8,32.05,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22.4,14.8,32.05,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22.4,14.8,32.05,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,7531,Railway yard and track maintenance workers,26.15,20,29,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,27.49,19.38,35.66,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,27.43,10.25,44.81,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,26.15,18.93,29,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,7532,Water transport deck and engine room crew,25,15.32,30.88,EI 2011-12 PR NOC4,24.84,14.37,30,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,25,15.32,30.88,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,25.42,18,32.74,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,7533,Boat and cable ferry operators and related occupations,23.22,19.93,25,EI 2011-12 PR NOC4,23.22,20.91,24.38,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,23.22,20.91,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,7534,Air transport ramp attendants,19.3,10.25,25.58,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,19.56,10.25,25.13,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,7441,Residential and commercial installers and servicers,20,13,31,LFS 2011-12 PR NOC4,20,13,31,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18,14.5,25.25,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,13,31,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,19.68,13,31,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,7442,Waterworks and gas maintenance workers,24.07,12.41,35.56,Census 2006 PR NOC4,24.14,18.44,39.19,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,20.32,10.32,36.78,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21.75,10.25,57.11,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,7535,Other automotive mechanical installers and servicers,15,10.25,33,LFS 2011-12 PR NOC4,15,10.25,33,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,15,10.25,33,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,15.71,11,27,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,7444,Pest controllers and fumigators,17.06,10.25,26.26,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,17.07,10.25,42.79,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,16.11,13.51,22,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,7445,Other repairers and servicers,18,11,29.75,LFS 2011-12 PR NOC4,18,11,29.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,14.5,11.09,19.56,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,18,11,29.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,7451,Longshore workers,35,25,45,LFS 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,35,25,45,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,35,28.27,44.3,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,7452,Material handlers,16.92,10.75,28,LFS 2011-12 PR NOC4,15,10.25,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,16.92,10.75,28,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,24.62,11,32,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,16,10.75,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,7611,Construction trades helpers and labourers,18.36,12,30,LFS 2011-12 PR NOC4,16.15,12,26,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20,17,27,Reference Period:л_2011-2012,Source: Employment Insurance Data,18.36,12,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18,12,28.27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20,14,29.58,Reference Period:л_2011-2012,Source: Employment Insurance Data,18.36,12,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.36,12,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,7612,Other trades helpers and labourers,19,12,30,EI 2011-12 PR NOC4,20,12,32.45,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,20,14.5,27.19,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,12,31.28,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,13,27.36,Reference Period:л_2011-2012,Source: Employment Insurance Data,18,11,29.84,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,7621,Public works and maintenance labourers,21,10.25,27,LFS 2011-12 PR NOC4,21,10.25,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20,12.55,24.52,Reference Period:л_2010-2011,Source: Employment Insurance Data,21,10.25,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,10.25,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,10.25,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,10.25,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,10.25,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,7622,Railway and motor transport labourers,17.5,12,24.8,EI 2011-12 PR NOC4,15,12,21.48,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,0,,,,Data limitations - refer to provincial wage,0,18.34,12,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,20.41,13,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,17,12,24.08,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,0
2011,8211,"Supervisors, logging and forestry",28,18,35,EI 2010-11 PR NOC4,32.79,17.24,42.51,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,28,18,35,Reference Period:л_2010-2011,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,26.79,10.25,41.22,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,26.81,11.2,36.51,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,8221,"Supervisors, mining and quarrying",35.69,17.87,50.95,Census 2006 PR NOC4,31.27,24.77,43.78,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,38,15.91,47.78,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,37.38,28.99,47.9,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,8222,"Contractors and supervisors, oil and gas drilling and services",,,,NA,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,8231,Underground production and development miners,30,22,38,LFS 2011-12 PR NOC4,30,22,38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,32.35,14.99,47.46,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,28,22.17,33,Reference Period:л_2011-2012,Source: Employment Insurance Data,28.97,19.5,38.22,Reference Period:л_2011-2012,Source: Employment Insurance Data,30,22,38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,8232,"Oil and gas well drillers, servicers, testers and related workers",36,18.33,43.5,EI 2011-12 PR NOC4,33,19.5,42.2,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,40,19.75,44.2,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,35,15,42.2,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,8241,Logging machinery operators,28,20,31,LFS 2011-12 PR NOC4,30.48,25,34,Reference Period:л_2011-2012,Source: Employment Insurance Data,28,20,31,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,27.75,20.41,30.46,Reference Period:л_2011-2012,Source: Employment Insurance Data,28,20,31,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,20,31,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28.5,17.5,32,Reference Period:л_2011-2012,Source: Employment Insurance Data,25,20,31.5,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,821,Managers in agriculture,18,10.25,28.85,LFS 2011-12 PR NOC3,15,11,19.05,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,14.5,11,18,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,18,10.25,28.85,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",14,11,20,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,14,11.5,17.6,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,14,10.25,21,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,822,Managers in horticulture,12.18,10.25,25.18,Census 2006 PR NOC4,12.75,10.25,24.34,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,12.65,10.33,16.67,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,12.24,10.25,26.9,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",16,12,25,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,16.25,12,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,16,12,23.47,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,823,Managers in aquaculture,18.92,10.25,30.81,Census 2006 PR NOC4,18.99,10.82,30.85,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,8261,Fishing masters and officers,,,,NA,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,8262,Fishermen/women,19.4,10.25,50,EI 2011-12 PR NOC4,16.92,10.25,50,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,19.4,10.25,50,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21.28,10.43,60,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
